001,Cumb,NY,0100.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
000,    ,IA,0000.00
